_unit_id,airline_sentiment,airline,text
681462579,negative,US Airways,@USAirways its just a very bad customer service experience can you help
681449145,negative,United,@united Could this email be resent as it doesnt appear to have arrived
681462182,negative,US Airways,@USAirways Still on hold 1 hour and 45 minutes and counting Platinum Who cares Problems checking in Who cares
681456334,negative,Southwest,@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded I'm telling Herb
681461896,negative,US Airways,@USAirways I'm on vacation This is the LAST thing I want to be doing Is anyone even answering the phone
681450447,negative,United,@united was so on point for 5 6 of my flights this past week But this last one really sucks shit
681677600,negative,American,@AmericanAir I shared my experience several times AA Ref#1 2990176298 but AA's response is senseless weather was not the cause
681452556,negative,United,@united I'm not know if the seats are actually narrower than other seats but they feel like it Or maybe I'm extra bloated
681678303,negative,American,@AmericanAir HELP Attempting to Cancelled Flight a flight but can't get thru 800 number Call gets dropped when saying Agent flight is 2 24
681457101,negative,Southwest,@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30 60 min delays
681452988,negative,United,@united smiling NOT
681461729,negative,US Airways,@USAirways @TMadCLE We don't like to hear this We're sorry that it's taking so long to get through Stop sending generic responses
681462933,negative,US Airways,@USAirways when I told csr I would close acct he couldn't care less
681451412,negative,United,@united cabin pressurization issues are pretty serious Flight 1109 landed in Washington because of it My head is pounding
681463343,negative,American,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in I slept in an airport for a night
681450434,negative,United,@united and pick it up and just bring it on the shuttle When I went to double check on that they said it was still on the concourse
681456013,negative,Southwest,@SouthwestAir A List Pref credit card holder called exclusive # and hung up after on hold for 14 min What gives
681460246,negative,US Airways,@USAirways thanks for nothing Bought two tix through you to Disney and my friend can't go and now I have to eat the 400 plus 600 for new 1
681449103,negative,United,@united #worst2unitedflightsever UA1429 IAD to LAS 2 19 mechanical problems switched aircraft delayed 3 5 hours
681449343,negative,United,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare Going to miss my ride at @flypdx help please #HelpImStuck #United
681455655,negative,Southwest,@SouthwestAir delay is understandable but look at the time of the the flight and boarding time Weird
681452586,negative,United,@united FLT 3444 delayed because of maintenance that's fixed but can't board because flight crew didn't stay in boarding area #fail
681450325,negative,United,@united if you don't like delayed bags why do you let it happen so much
681449236,negative,United,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive Why should I have to wait 3 additional days for its delivery
681678972,negative,American,@AmericanAir ticks me off
681678699,negative,American,@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr
681460250,negative,US Airways,@USAirways Instead of fair treatment I got a nasty letter from a lady in senior management that illness forfeits miles like death
681460329,negative,US Airways,@USAirways you are the actual worst You have zero respect for your passengers I'm officially done flying with you
681455217,negative,Southwest,@SouthwestAir not at all Rerouted to snowy BWI been trying to figure out how to get out of here Now dealing with more baggage troubles
681449586,negative,United,@united Exhausted &amp; frustrated Link to a FB post abt my travel issue
681677505,negative,American,@AmericanAir That what I hoped contacted them 3 wks ago about this but they have not responded and still issued in US funds #frustrated
681678012,negative,American,@AmericanAir Additional fare cost $19 Tix change price 195 UK Pounds $304 $19 not the issue the 195 UK Pounds IS #badcustomerservice
681679580,negative,American,@AmericanAir Flt Cancelled Flighted rescheduled to bad time Tried 800# 3hrs Website states can't do online useless website Help
681678183,negative,American,@AmericanAir to realize your customer service leaves much to be desired and the folks handling the calls could care less and it shows
681461146,negative,US Airways,@USAirways always letting me down
681678047,negative,American,@AmericanAir been calling all morning Still can't get through I need to chge a flight that is this week
681461137,negative,US Airways,@USAirways @AuroraBIZ check your bag @PHLAirport bag handlers broke into my suitcase and stole my camera bag was returned in a trash bag
681455373,negative,Southwest,@SouthwestAir I will never choose @USAirways over you again #getmeoffthisbird
681453632,negative,United,@united it's almost like we're punished for living near a large metro area EWR was top ranked for domestic delays Not good
681461130,negative,US Airways,@USAirways really 8 hr delay in Virgin Island and not even a food voucher
681455829,negative,Southwest,@SouthwestAir I tried to return to orig booked flt told overbooked Gng to diff dest Feel like we were switched on purpose bec of overbook
681462432,negative,US Airways,@USAirways 1 person to check in 50 people and the plane boards in 20 minutes and he is telling people @AmericanAir exec bene's not honored
681462740,negative,US Airways,@USAirways I followed you complaint procedure only to get a run around Your service SUCKS #usairwayssuck
681462170,negative,US Airways,@nrhodes85 isn't it funny that @USAirways just apologizes but doesn't actually take steps 2 go above &amp; beyond for customers #NotImpressed
681453015,negative,United,@united You guys are atrocious Far better service as silver on Delta than you as a platinum I'll be switching back to delta
681458118,negative,Delta,@JetBlue So what about the plane stuck in Newburgh won't start It that weather reLate Flightd as well These passengers on plane for 10 hrs
681457912,negative,Delta,@JetBlue This is absurd Should a stranger help my kids if there's a problem #jetblue
681450231,negative,United,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip No more United
681679408,negative,American,@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA
681679125,negative,American,"@AmericanAir This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled"
681462920,negative,US Airways,@USAirways Your whole handling of this was a joke Boston Logan had one little old lady ONE handling all the customers
681678519,negative,American,"@AmericanAir upon entering plane to 2 @USAirways stewardesses ""can I have some water "" ""no we don't do that please take your seat"""
681453062,negative,United,@united how does that help me with my customers that I couldn't meet with and subsequently lost
681679633,negative,American,@AmericanAir flight was Cancelled Flightled can you guys help
681453246,negative,United,@united I need to talk with an actual person about missing luggage Please advise on how to make that happen
681455103,negative,Southwest,@SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight Do you have anyone working
681449736,negative,United,@united have been waiting 2 days for my military bags from an airport 3 hours away from me Horrible
681452894,negative,United,@united Lost my wallet on flight 1007 yesterday from Houston to Bogota Filled out your online form No response yet
681448977,negative,Virgin America,@VirginAmerica Grouping Virgin in with the others now BOS weather has exposed their actual Cus Serv model Never Flight Booking Problems with Virgin again
681679732,negative,American,@AmericanAir You didn't respond to my DM You tweeted the same canned tweet you're telling everyone else
681461088,negative,US Airways,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with #goDelta
681452760,negative,United,@united here is my case id 8473573 Requested on 2 5 now it's 2 19 7 10 days I'll get a response BS
681454234,negative,United,@united the refund request functionality on is broken i get a time out error
681451285,negative,United,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best
681460612,negative,US Airways,@USAirways if you actually cared about what you did it would be one thing Sounds like you don't like being told how lousy your service is
681677510,negative,American,@AmericanAir @USAirways #Boo Wack ass terminal 6 @flyLAXairport No food No lounge No Bueno Never again
681460721,negative,US Airways,@USAirways is charging me $200 to NOT take my flight Lol That is the last time I fly with them
681461964,negative,US Airways,@USAirways Can you tell me why I waited 90 mins and then was charged the $25 phone change fee even tho I wasn't allow to make change online
681462973,negative,US Airways,@USAirways 3 hours on hold oh wait for less than 5 minutes a useless CSR talked to me and put me back on hold for the last 30 minutes
681462602,negative,US Airways,@USAirways yeah you guys just told me to call the website that I booked from I booked on your website UNACCEPTABLE
681459073,negative,Delta,@JetBlue you service agents at MCO are great but their are not enough of them working right now
681678800,negative,American,@AmericanAir I certainly hope my LA PBI on 25 th has a NEW plane The seats on Feb 11 th flight in reverse God awful
681463204,negative,American,@AmericanAir I purchased Main Cabin XT for f 1571AUS Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats Credit
681460268,negative,US Airways,@USAirways No I was there 12 hrs early Send me an email to share my experience You don't want this blasting here
681456653,negative,Southwest,@SouthwestAir please help on hold forever to check in for flight
681452133,negative,United,@united tell me something I don't know not #keepingit100 #weaktea
681461294,negative,US Airways,@USAirways this has been my WORST flying experience with you guys you need to do better
681679647,negative,American,@AmericanAir I would like a refund for this flight They delayed the flight 5 times I feel like you're making fun of us
681455481,negative,Southwest,@SouthwestAir we're doing our best; sitting at a gate waiting while not being given information why we're delayed isn't making this easy
681460430,negative,US Airways,@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs
681457497,negative,Delta,@JetBlue We had some major plane wide DirectTV issues yesterday System kept being reset by crew member
681453321,negative,United,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it
681458602,negative,Delta,@JetBlue the first place but I really didn't need the extra stress at this already terrible time Oh by the way I made the flight with 30
681454493,negative,Southwest,"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted No options so miss my meeting You might ""know"" but don't show it"
681453799,negative,United,"@United Wonder why people hate dealing with airlines Ridiculous and inflexible ""policies"" I need a phone number and a resolution Now"
681461996,negative,US Airways,@USAirways talked to Supervisor Jeanine and she couldn't help me 45 minutes of talking to her and nothing
681450163,negative,United,@united you need to retrain your flight attendants Saying there is no more room for carry ons when there actually is is not cool
681454042,negative,United,@united $55 cab ride to dfw from love got me my bag Reimburse
681678810,negative,American,@AmericanAir @robinreda that can be a stop over before Paris You are an embarrassment
681452017,negative,United,@united you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight Unacceptable
681451539,negative,United,@united its 2015 How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather Backup planes
681679329,negative,American,@AmericanAir of course it wasn't your intention issue lies in lack of response she did contact you directly; she sat on hold for 50 mins
681679278,negative,American,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing Please I just want to go home
681679501,negative,American,@AmericanAir u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call #not cool #hateful
681461841,negative,US Airways,@USAirways chose you for a flight with very time sensitive arrival And you drop the ball What gives CLT #667 good way to lose my business
681458227,negative,Delta,@JetBlue It's not so much the delays as the fact that the flight is still coming up as on time on your app Just give us an honest estimate
681461236,negative,US Airways,@USAirways Flight 4454 aircraft at gate but no crew Will be 2 hours Late Flight to destination Come on
681453067,negative,United,@united question was given food vouchers but can't use on plane how come
681459903,negative,Delta,"@JetBlue continue button generated a trip to ""plan your trip page"" regardless of how far along I was in Flight Booking Problems process hint the end of it"
681455315,negative,Southwest,@SouthwestAir I've been on hold almost an hour I LUV y'all but #ImJustSaying
681456039,negative,Southwest,@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again
681448803,negative,Virgin America,@VirginAmerica can't check in your site looks like this every time it loads
681448856,negative,Virgin America,@VirginAmerica on VX399 from JFK to LA dirty plane not up to your standards
681462331,negative,US Airways,@USAirways No hot food on a 5 hour flight Crazy Couldn't eat in PHL b c our original connection was 40 min Late Flight What gives #PHLtoLAS
681678689,negative,American,@AmericanAir If I miss saying goodbye to my friend cause of your crappy service I swear you will never hear the end of it #AmericanAirlines
681455717,negative,Southwest,@SouthwestAir I have been loyal to Southwest from the beginning but very unhappy about your devaluation
681460252,negative,US Airways,@USAirways A few years ago I lost over 50 000 miles bc I was physically unable to fly during the period I submitted a doctor's note
681456408,negative,Southwest,@SouthwestAir We need help changing a name on a company reservation We tried calling customer relations but there is a busy signal
681449421,negative,United,@united computers are down but you stopped giving updates and took my flight info off the app That's just ridiculous keep people updated
681454803,negative,Southwest,@SouthwestAir what robot is running this account The same one that doesn't remember anything they ask Same conversation over and over
681678657,negative,American,@AmericanAir I called reservation at 1 am and I'm still waiting for someone to call me back
681678550,negative,American,@AmericanAir work would be much better with my lesson plans and music for my classes today
681453961,negative,United,@united Yes It was the airport person who told me the bag was still in Nashville when I filed the claim 1 2
681678786,negative,American,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service #BlameShiftOverload
681679474,negative,American,@AmericanAir fair enough But they could have at least told us Once again it's the lack of communication Delays happen just tell me
681455060,negative,Southwest,@SouthwestAir Cancelled Flighted Sunday 9 50AM flight to Dallas next flight out is Tuesday afternoon Stranded #BS #GetMeOuttaHere #SouthwestSucks
681459952,negative,Delta,@JetBlue figured but delay is listed at almost 2 hrs Thanks for being great Cheers
681448860,negative,Virgin America,@VirginAmerica delayed to10 30
681455766,negative,Southwest,@SouthwestAir my sinuses had to contend with two painful landings rather than one and we missed a preregistration window Beyond frustrated
681461564,negative,US Airways,@USAirways we appreciate auto rescheduling our Cancelled Flightled flight but you have nothing sooner than Tuesday can fly into alternate loc
681677443,negative,American,@AmericanAir but the issue is were waiting on rampers to close the door only to waste more fuel&amp;likely to be told we need more fuel #cycle
681449578,negative,United,@united that is not in line with your responses here And now I'm waiting until tomorrow morning because all the flights are overbooked
681451361,negative,United,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo Terrible customer experience
681452187,negative,United,@united It wasn't full I had plenty of time to go to the gate and check plus with my status I should have gotten on
681458985,negative,Delta,@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac
681460989,negative,US Airways,@USAirways I made a reservation online but I didn't receive any confirmation email My bank said the transaction went through Can u help
681450352,negative,United,@united You suck Flight delayed equipment probs again Miss connection by 2 minutes and you won't let us on even though it's at the gate
681462011,negative,US Airways,@USAirways hello I have a question for you and your phone lines have jammed
681679468,negative,American,@AmericanAir 11 out of 11 delayed flights you suck and getting worse
681450419,negative,United,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence
681451495,negative,United,@united never again
681451205,negative,United,@united did your super computer ots pants Lots of cranky people in line at CMH reFlight Booking Problems delaying check ins of on time direct flyers
681454532,negative,Southwest,@SouthwestAir very disappointed in your customer service right now definitely not feeling the luv what's worse 2nd time this winter
681461405,negative,US Airways,@USAirways this is the worst customer service I have ever had Rebooked to tues but seat available on mon Wtf Contact me
681455384,negative,Southwest,@SouthwestAir been on hold for 2 1 2 hrs Can't get 2 airport 4 flight icy country backroads Help pls @SouthwestAir #BNA
681454173,negative,United,@united plus you horrible seating and poor customer service everywhere I've flown now you take away the mileage program horrible
681461835,negative,US Airways,@USAirways the American Eagle plane you're using for CLT to RDU is disgusting You should be ashamed #disgusting #ew
681450197,negative,United,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be HOPELESS
681453349,negative,United,@united she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr
681452792,negative,United,@United is freaking worthless I hate this airline
681449171,negative,United,@united This ALWAYS happens with you guys and it makes traveling incredibly stressful and uncomfortable Is that good business to you
681679392,negative,American,@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE
681678744,negative,American,@AmericanAir your customer service is inferior to that of a nationalized third world nation's airline Get it together
681454806,negative,Southwest,@SouthwestAir is not being responding to the @SpecialOlympics athletes #notcool #Southwest
681451362,negative,United,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv
681461698,negative,US Airways,@USAirways please respond to me I've been on hold on the reservations line for an hour and 45 minutes I would really appreciate it
681456007,negative,Southwest,"@SouthwestAir your A list program is a complete JOKE Your company does not value loyal customers Time to look for another ""go to"" airliner"
681461478,negative,US Airways,@USAirways Our flight was Cancelled Flightled &amp; chaos abounds I am in good humour Please give me free everything to appease me
681453357,negative,United,@united loses my luggage and @hotelstonight loses my reservation after a 10 hour travel day I just want to get to @StartingBloc in the am
681460811,negative,US Airways,@USAirways Going to Manchester UK now i'm going to miss a wedding You going to rebook that too Why have you chosen to Cancelled Flight my flight
681453459,negative,United,@united my coworker that had the same conflict as me with the hotel issue trying to share posted on their facebook page and they erased it
681462855,negative,US Airways,@USAirways please don't go to the check in process @AmericanAir uses at #MCO It's an absolute disaster
681453808,negative,United,@united what do you think missing meetings is worth A flight voucher I fly all the time so what would make it right
681456333,negative,Southwest,@SouthwestAir humor aside we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly What gives
681460801,negative,US Airways,@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week
681454303,negative,United,@united i have items of sentimental value that I'm heartbroken are missing
681449790,negative,United,@united 45 min at EWR baggage claim #stillnobags #ridiculous
681454956,negative,Southwest,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed
681678591,negative,American,@AmericanAir I do not need an apology I need you to fix it in a competent manner
681462633,negative,US Airways,@USAirways you run a piece of shit airline Thanks for ruining AA
681449536,negative,United,@United now what flight was gone when I got off plane #BusinessTravel #goodenoughmother
681451272,negative,United,@united no my concerns were not addressed
681679305,negative,American,@AmericanAir I cannot believe how long flight 759 PHI is taking I know it's US Airways but you own it I would really like to get home
681453657,negative,United,@united Tks for reply PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle
681455105,negative,Southwest,@SouthwestAir flight to BOS Cancelled Flightled no flights till TUESDAY spent $1000 to get a flight through another airline $170 for hotel Refund
681677904,negative,American,@AmericanAir how about you give us a number to call instead of the empty email since you are not working on it
681455820,negative,Southwest,@SouthwestAir why do you charge so much moving from a full flight to an earlier flight with seats available doesn't make sense to me
681458792,negative,Delta,@JetBlue poor storm customer service 1hr takeoff delay waiting for the snack cart rude steward no names and I love you guys #TrueBlue
681453936,negative,United,@united I want my bags There is vital equipment in there You are royally screwing me I'm cranky and want an update
681462355,negative,US Airways,@UsAirways your person taking tickets is rude and now we are delayed 4 50 minutes because you overfilled fuel on the plane #500
681450598,negative,United,@united why are your agents working so slowly to rebook people who are on #UA1481 We have all wasted an entire day at STT
681677657,negative,American,@AmericanAir yes but you are still human I hope dealing with all the horror stories people share I complained to DOT Everyone should
681457861,negative,Delta,@JetBlue why is flight 1106 delayed out to NY Same problem
681453460,negative,United,@united lost my parents luggage to cancun said it would be delivered to hotel by 7PM it is now almost 11PM
681677942,negative,American,@AmericanAir I have got a flight for The next day What about a credit You guys are a multimillion dollar company give us back a Credit
681679362,negative,American,@AmericanAir You can't get us to Cincy but our luggage will still go there tonight Stranded us in Dallas for 2 days w o clothes #Yousuck
681463217,negative,American,@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow Now more Cancelled Flightlations It's ridiculous
681460963,negative,US Airways,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6 so I had to take delayed 3751 4 hrs Late Flightr except u lost bag in cvg
681458854,negative,Delta,@JetBlue we've been on the runway for over an hour Now the water pressure is low and taxiing back for maintenance #1572
681677826,negative,American,@AmericanAir airport and 2 extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will
681677257,negative,American,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed
681678618,negative,American,@AmericanAir Phone just disconnects if you stay on the line Need to checkout of hotel in 2 hrs &amp; have no place to go Can't keep calling
681452712,negative,United,@united 1hr delay at the start huge queues at security no representative to meet us rude staff at baggage reclaim #inefficient
681455410,negative,Southwest,@SouthwestAir at fort launder dale and the gate agent can't switch flights to an earlier flight but we can on our phone ridiculous
681449943,negative,United,@united sorry for the delayed response It was UA #381 Chicago to San Fran Held up for almost an hour on the Tarmac Also lost my bags
681679517,negative,American,@AmericanAir @NY NJairports Do you guys teach poor customer service or is it just part of an american dream
681456521,negative,Southwest,@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w a promotion &amp; then be hung up on
681459007,negative,Delta,@JetBlue my butt hurts
681450669,negative,United,@united seriously UA 806 Delayed because of the copilot isn't here For 1 5 hours and he is only flying from Raleigh Disappointing
681450070,negative,United,@united 's new #flierfriendly is garbage Just had to cry to get attendant to find a place for my medical supplies with limited overhead
681451515,negative,United,@united Charging $6500 for biz flight to UK somewhat egregious Charging $3 on top for a Sam Adams draft at the United Club is usurious
681451284,negative,United,@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience To help you might find my baggage you lost &amp; return it
681451571,negative,United,@united what you forgot to tell them the flight was coming Thanks for allowing me to miss my connection
681462424,negative,US Airways,@USAirways yes thanks I have never seen anything like this and I come to Yuma all the time big disappointment There are 40 still waiting
681461950,negative,US Airways,@USAirways REALLY Tried that already got message not available to do Next idea
681462093,negative,US Airways,@nrhodes85 look Another apology DO NOT FLY @USAirways
681453907,negative,United,"@united @laurasbrown5 What does ""dealing via email"" have anything to do with a crappy web form that is not made for mobile devices"
681461699,negative,US Airways,@USAirways From here on out when I can at all I'm flying @Delta Since when is a plane getting stuck in a drift for 2 hours a weather issue
681454351,negative,Southwest,@SouthwestAir got my bags 35 hours Late Flightr and an offer of $50 to go pick them up Taxi costs $65 one way Spent $200 for the inconvenience
681462244,negative,US Airways,@USAirways yeah the mark was like a mile back Also we're an hour Late Flight So thanks a ton for the great service today
681678978,negative,American,@AmericanAir next time my flight's Cancelled Flightled I'd appreciate SOME indication email text carrier pigeon App didn't even warn at check in
681678673,negative,American,@AmericanAir stranded in Miami because your automated system keeps hanging up on me for two days Help
681461594,negative,US Airways,@USAirways Need help with a flight Weather funeral tough combination On hold for over an hour Please
681462628,negative,US Airways,@USAirways The captain turned off the seat belt sign so people can get up and walk around That's not good
681451333,negative,United,@United routing a person from Houston to Newark NJ and then to SFO is not acceptable
681457061,negative,Southwest,@SouthwestAir do you not try to get customers to their destinations No help to get on another airline if you had no flights for 3 days
681456911,negative,Southwest,@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable
681449705,negative,United,@united Read my bio See who I work with I have NEVER encountered this with your airline before Disappointed is an understatement
681462625,negative,US Airways,@USAirways Oh certainly And now I have two $275 pending transactions on my bank account Really happy that I was charged double
681677427,negative,American,Yes and it gets disconnected due to the lack of WIFI strength @AmericanAir @MauererPower Have you reached out to @Gogo for help David
681679424,negative,American,@AmericanAir @sa craig no gate agent and only 3 PA updates for 3 hours hinted at abandonment horrible experience for all passengers
681462229,negative,US Airways,@USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around Unacceptable
681678266,negative,American,@AmericanAir maybe you should stop tweeting and start calling Or make it available for people to wait on hold instead of hanging up on us
681460800,negative,US Airways,@USAirways they told me to call back Late Flightr
681462824,negative,US Airways,@USAirways that is the most useless tweet I've ever seen out of you
681678419,negative,American,@AmericanAir my flight to San Angelo via Dallas from Orlando Cancelled Flighted help On hold and disconnect
681459761,negative,Delta,@JetBlue ripped my suitcase I then was yelled at with attitude from Geraldine your employee at the baggage center Worst airline #jetblue
681679294,negative,American,@AmericanAir I ve been on the line waiting for 40 minutes again
681461765,negative,US Airways,@USAirways you're right it's not fun Especially when I don't have much of a choice Lol #curvygirltravels
681456582,negative,Southwest,@SouthwestAir Secondly we did not begin boarding on time despite our aircraft being present and deplaned Thus we left over 30 min Late Flight
681453917,negative,United,@united Stop pretending you care about the welfare of my daughter United Airlines had the opportunity to help n failed # United airlines
681458733,negative,Delta,@JetBlue yes Filed a claim and they issued $30 credit as a courtesy The whole thing seems exceptionally uncourteous to me
681679797,negative,American,@AmericanAir you have my money you change my flight and don't answer your phones Any other suggestions so I can make my commitment
681677473,negative,American,"@AmericanAir no repair made to the water line No potable water on board this flight ""We will take off soon "" Time for new planes MCI&gt;DFW"
681454762,negative,Southwest,"@SouthwestAir RT @kkwhb Paid for early bird boarding and got B46 I said to lady ""well that system is about dead "" She didn't understand"
681452041,negative,United,@united She won't be at my wedding This is an irreplaceable milestone There's no reFlight Booking Problems How can we be repaid for this
681454502,negative,Southwest,@SouthwestAir you need to redeem yourself I lost respect for you tonight #lostbags #filmjobnoequipment
681463033,negative,US Airways,@USAirways Please staff your flights approproately Our entire flight is delayed because FA isnt here I shouldnt have left Delta
681462777,negative,US Airways,@USAirways I've been trying to call you for days and every time the system is overloaded and disconnects Really A global company Help
681456926,negative,Southwest,"@SouthwestAir not terribly inspired to call ""customer service"" in the future now"
681458152,negative,Delta,@JetBlue thanks for making my vacation not worth it again Currently waiting on the runway for another hour to DEPLANE
681679546,negative,American,@AmericanAir flight 2470 tomorrow have no idea if we've been rescheduled and can't fix online Have to talk to an agent yet no one answers
681450012,negative,United,@united Ha you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family Too Late Flight for that Just fly on time for once
681462510,negative,US Airways,@USAirways they had to turn the seat cushions over and clean the area Please explain this issue
681452149,negative,United,@united when a 2 hour flight turns into a 3 30 ordeal sigh
681452418,negative,United,@united why So I can waste more of time on this airline to get an automated message Disappointing as always
681449932,negative,United,@united only thing confusing me is why I lost priority boarding I'm a mileage plus card member
681677842,negative,American,@AmericanAir seriously all flights from Detroit to Dallas are Cancelled Flightled 2 days in a row I want to get home &amp; see my wife &amp; kids
681677821,negative,American,@AmericanAir @louprice13 @aacustomerservice Apology not good enough 4 planes with mechanical and 9 hours delayed unacceptable
681452343,negative,United,@united Listen learn &amp; do this Remove your PQD requirement It is insulting HA
681462342,negative,US Airways,@USAirways still no rep can talk 3 days Late Flightr U r asking me to checkin to my flight tmrw and my refund is being requested Deal w this
681457950,negative,Delta,@JetBlue from San Diego with a 4 hour delay to JFK Even you have a Amex JetBlue even having over 50 000 travel miles you're still nothing
681460035,negative,US Airways,"@USAirways ur ""response"" was my ""inconvenience was of no matter "" U wanted me sit for 3 xtra nights in the city w out comp #donotflyusair"
681678255,negative,American,@AmericanAir How can I get a flight change while in the air Delays causing a missed connection again There is 1 seat for Late Flightr
681461145,negative,US Airways,@USAirways after a crappy flight due to delays and rude staff members I'm happy to report after paying $25 to check my luggage it's ruined
681462295,negative,US Airways,@USAirways why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket
681449882,negative,United,@united @JMS2802 nothing like supporting your own mechanics and maintenance workers instead United puts out a video of TIMCO doing wifi
681678522,negative,American,@AmericanAir @USAirways outbound flight 2 hour delay b c air traffic &amp; 2 gate changes dividend miles member gets no email or text updates
681453238,negative,United,@united I did and as I thought nothing happened
681678442,negative,American,@AmericanAir @cnnbrk they didn't address the assult or drinks spilled on her the drunk passenger had to have a wheelchair to get off plane
681679577,negative,American,@AmericanAir two delayed flights today that weren't weather reLate Flightd Keep up the good work
681452779,negative,United,@united 1 2 thanks but does not answer my question I want to make a reservation over the phone in Perth hold for 24hrs and have family
681457850,negative,Delta,@JetBlue thanks for the response Just been waiting for 5 hours and really frustrated Seems like no one at JetBlue is concerned
681679218,negative,American,@AmericanAir how can you not be taking calls I need to change my flight
681454327,negative,Southwest,@SouthwestAir Been on hold 34 min so far trying to book seat for my infant Price increased $42 in meantime What do I do
681460328,negative,US Airways,@USAirways was transf held 15 18 min more b4 agent answered and helped By time I got to person fare I'd seen was gone Had to get supv
681461319,negative,US Airways,@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage ridiculous
681451380,negative,United,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat
681451525,negative,United,@united seriously 2 4 hrs to get bags from IAD intl arvls to carousel 2 for custs w Cancelled Flightled connects I understand irrops but ridiculous
681679052,negative,American,@AmericanAir Hey so I'm very disappointed with my time traveling with you I've had the worst experience and both times the flight delayed
681678242,negative,American,@AmericanAir ask your new colleagues @USAirways how they handled US 728 on 21 Feb I expect to be made whole again Check complaint inbox
681678412,negative,American,@AmericanAir my brother's flight into DFW was Cancelled Flightled yesterday Are you flying from ONT to DFW today
681678869,negative,American,@AmericanAir I am running out of battery you have my chargers clothes coat contact lenses need to be in mtg tom need help #pathetic service
681452733,negative,United,@united your staff at LaGuardia and Lagos Nigeria were unprofessional uncaring and not helpful Ou
681459842,negative,Delta,@JetBlue just lost my business Enjoy your profits
681461040,negative,US Airways,@USAirways in line for 90 min after mechanical issues caused me to miss my flight 1 rep for 20 upset people
681452360,negative,United,@united just like clockwork Friday afternoon flights from LAS to DEN running Late Flight Why does this seem to happen so consistently #KeepIt100
681678863,negative,American,@AmericanAir MY FLIGHT #2962 OUT OF CLL @ 0600 WON'T LET ME CHECK IN PLEASE HELP #IMPORTANTFLIGHT
681455621,negative,Southwest,@SouthwestAir#4569 Cancelled Flightled had to get refund Cancelled Flightlations happen But the 25 min phone wait &amp; painful music unacceptable Come on
